Year,Quarter,Nationality,Region,Age,Sex,Applicant type,UASC,Location of claim,Claims
2019,2019 Q1,Iraq,Middle East,Under 18,Female,Dependant,Non-UASC,At Port,20
2019,2019 Q1,Iraq,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,93
2019,2019 Q1,Iraq,Middle East,Under 18,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Iraq,Middle East,Under 18,Female,Main Applicant,UASC,In Country,1
2019,2019 Q1,Iraq,Middle East,Under 18,Male,Dependant,Non-UASC,At Port,19
2019,2019 Q1,Iraq,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,102
2019,2019 Q1,Iraq,Middle East,Under 18,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Iraq,Middle East,Under 18,Male,Main Applicant,UASC,At Port,6
2019,2019 Q1,Iraq,Middle East,Under 18,Male,Main Applicant,UASC,In Country,155
2019,2019 Q1,Israel,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Italy,EU 14,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Italy,EU 14,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Italy,EU 14,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Ivory Coast,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Jamaica,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,10
2019,2019 Q1,Jamaica,America Central and South,30-49,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Jamaica,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,10
2019,2019 Q1,Jamaica,America Central and South,50-69,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Jamaica,America Central and South,70+,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Jamaica,America Central and South,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Japan,Asia East,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Japan,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Japan,Asia East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Jordan,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Jordan,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Jordan,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Jordan,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Jordan,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,8
2019,2019 Q1,Jordan,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Kazakhstan,Asia Central,30-49,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Kazakhstan,Asia Central,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Kazakhstan,Asia Central,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Kazakhstan,Asia Central,Under 18,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Kazakhstan,Asia Central,Under 18,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Kenya,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Kenya,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Kenya,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Kenya,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,19
2019,2019 Q1,Kenya,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Kenya,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Kenya,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Kenya,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,5
2019,2019 Q1,Kenya,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Kosovo,Europe Other,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Kosovo,Europe Other,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Kosovo,Europe Other,70+,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Kuwait,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Kuwait,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Kuwait,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Kuwait,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Kuwait,Middle East,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Kuwait,Middle East,30-49,Female,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Kuwait,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Kuwait,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Kuwait,Middle East,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Kuwait,Middle East,Under 18,Female,Dependant,Non-UASC,At Port,7
2019,2019 Q1,Kuwait,Middle East,Under 18,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Kuwait,Middle East,Under 18,Male,Dependant,Non-UASC,At Port,4
2019,2019 Q1,Kuwait,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Kuwait,Middle East,Under 18,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,Kyrgyzstan,Asia Central,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Kyrgyzstan,Asia Central,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Latvia,EU 8,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Latvia,EU 8,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Latvia,EU 8,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Lebanon,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Lebanon,Middle East,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Lebanon,Middle East,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Lebanon,Middle East,50-69,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Lebanon,Middle East,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,Under 18,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Lebanon,Middle East,Under 18,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lebanon,Middle East,Under 18,Male,Main Applicant,UASC,In Country,3
2019,2019 Q1,Liberia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Liberia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Liberia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Liberia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Liberia,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Libya,Africa North,18-29,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Libya,Africa North,18-29,Female,Dependant,Non-UASC,In Country,8
2019,2019 Q1,Libya,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,8
2019,2019 Q1,Libya,Africa North,18-29,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Libya,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,22
2019,2019 Q1,Libya,Africa North,30-49,Female,Dependant,Non-UASC,At Port,4
2019,2019 Q1,Libya,Africa North,30-49,Female,Dependant,Non-UASC,In Country,24
2019,2019 Q1,Libya,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Libya,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,11
2019,2019 Q1,Libya,Africa North,30-49,Male,Dependant,Non-UASC,In Country,5
2019,2019 Q1,Libya,Africa North,30-49,Male,Main Applicant,Non-UASC,At Port,8
2019,2019 Q1,Libya,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,52
2019,2019 Q1,Libya,Africa North,50-69,Female,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Libya,Africa North,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Libya,Africa North,50-69,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Libya,Africa North,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Libya,Africa North,50-69,Male,Main Applicant,Non-UASC,In Country,10
2019,2019 Q1,Libya,Africa North,70+,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Libya,Africa North,Under 18,Female,Dependant,Non-UASC,At Port,7
2019,2019 Q1,Libya,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,44
2019,2019 Q1,Libya,Africa North,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Libya,Africa North,Under 18,Male,Dependant,Non-UASC,At Port,5
2019,2019 Q1,Libya,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,69
2019,2019 Q1,Libya,Africa North,Under 18,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Libya,Africa North,Under 18,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,Lithuania,EU 8,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Lithuania,EU 8,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Malawi,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Malawi,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Malawi,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,7
2019,2019 Q1,Malawi,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Malawi,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Malawi,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Malawi,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Malawi,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,6
2019,2019 Q1,Malaysia,Asia South East,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Malaysia,Asia South East,18-29,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Malaysia,Asia South East,18-29,Male,Main Applicant,Non-UASC,In Country,15
2019,2019 Q1,Malaysia,Asia South East,30-49,Female,Main Applicant,Non-UASC,In Country,20
2019,2019 Q1,Malaysia,Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,31
2019,2019 Q1,Malaysia,Asia South East,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Malaysia,Asia South East,50-69,Female,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Malaysia,Asia South East,50-69,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Malaysia,Asia South East,Under 18,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Maldives,Asia South,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Mali,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,8
2019,2019 Q1,Mauritius,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Mauritius,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Mauritius,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Mauritius,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Mauritius,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Mauritius,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,6
2019,2019 Q1,Mauritius,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Mauritius,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Mauritius,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Mexico,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Mexico,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Moldova,Europe Other,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Mongolia,Asia East,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Mongolia,Asia East,18-29,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Mongolia,Asia East,30-49,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Mongolia,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Mongolia,Asia East,30-49,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Mongolia,Asia East,30-49,Male,Main Applicant,Non-UASC,In Country,3
2019,2019 Q1,Mongolia,Asia East,Under 18,Female,Dependant,Non-UASC,In Country,6
2019,2019 Q1,Mongolia,Asia East,Under 18,Male,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Morocco,Africa North,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Morocco,Africa North,18-29,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,18-29,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Morocco,Africa North,30-49,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,30-49,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Morocco,Africa North,30-49,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Morocco,Africa North,30-49,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Morocco,Africa North,30-49,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Morocco,Africa North,30-49,Male,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Morocco,Africa North,30-49,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Morocco,Africa North,50-69,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Morocco,Africa North,Under 18,Female,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Morocco,Africa North,Under 18,Female,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Morocco,Africa North,Under 18,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Morocco,Africa North,Under 18,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,Under 18,Male,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Morocco,Africa North,Under 18,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,Under 18,Male,Main Applicant,UASC,At Port,1
2019,2019 Q1,Morocco,Africa North,Under 18,Male,Main Applicant,UASC,In Country,3
2019,2019 Q1,Mozambique,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Myanmar (Burma),Asia South East,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Namibia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,13
2019,2019 Q1,Namibia,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Namibia,Africa Sub-Saharan,18-29,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Namibia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,13
2019,2019 Q1,Namibia,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Namibia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,7
2019,2019 Q1,Namibia,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Namibia,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Namibia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Namibia,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Namibia,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Namibia,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Namibia,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,8
2019,2019 Q1,Namibia,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,3
2019,2019 Q1,Namibia,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Nepal,Asia South,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Nepal,Asia South,18-29,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Nepal,Asia South,30-49,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Nepal,Asia South,30-49,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Nepal,Asia South,30-49,Female,Main Applicant,Non-UASC,In Country,8
2019,2019 Q1,Nepal,Asia South,30-49,Male,Dependant,Non-UASC,In Country,3
2019,2019 Q1,Nepal,Asia South,30-49,Male,Main Applicant,Non-UASC,In Country,12
2019,2019 Q1,Nepal,Asia South,50-69,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Nepal,Asia South,Under 18,Female,Dependant,Non-UASC,In Country,4
2019,2019 Q1,Nepal,Asia South,Under 18,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Netherlands,EU 14,30-49,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Nicaragua,America Central and South,18-29,Female,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Nicaragua,America Central and South,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Nicaragua,America Central and South,18-29,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Nicaragua,America Central and South,18-29,Male,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,Nicaragua,America Central and South,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Nicaragua,America Central and South,30-49,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Nicaragua,America Central and South,30-49,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Nicaragua,America Central and South,30-49,Male,Main Applicant,Non-UASC,At Port,3
2019,2019 Q1,Nicaragua,America Central and South,30-49,Male,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Nicaragua,America Central and South,50-69,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Nicaragua,America Central and South,Under 18,Female,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Nicaragua,America Central and South,Under 18,Male,Dependant,Non-UASC,At Port,2
2019,2019 Q1,Niger,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Female,Main Applicant,Non-UASC,In Country,19
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Male,Dependant,Non-UASC,In Country,2
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Nigeria,Africa Sub-Saharan,18-29,Male,Main Applicant,Non-UASC,In Country,22
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Dependant,Non-UASC,In Country,8
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Female,Main Applicant,Non-UASC,In Country,76
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Dependant,Non-UASC,In Country,10
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,At Port,5
2019,2019 Q1,Nigeria,Africa Sub-Saharan,30-49,Male,Main Applicant,Non-UASC,In Country,62
2019,2019 Q1,Nigeria,Africa Sub-Saharan,50-69,Female,Main Applicant,Non-UASC,In Country,17
2019,2019 Q1,Nigeria,Africa Sub-Saharan,50-69,Male,Dependant,Non-UASC,In Country,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,At Port,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,50-69,Male,Main Applicant,Non-UASC,In Country,13
2019,2019 Q1,Nigeria,Africa Sub-Saharan,70+,Female,Main Applicant,Non-UASC,In Country,2
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,At Port,3
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Dependant,Non-UASC,In Country,62
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Main Applicant,Non-UASC,In Country,4
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Female,Main Applicant,UASC,In Country,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Dependant,Non-UASC,In Country,45
2019,2019 Q1,Nigeria,Africa Sub-Saharan,Under 18,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,North Korea,Asia East,30-49,Female,Main Applicant,Non-UASC,In Country,1
2019,2019 Q1,North Macedonia,Europe Other,Under 18,Male,Main Applicant,UASC,In Country,1
2019,2019 Q1,Palestine,Middle East,18-29,Female,Main Applicant,Non-UASC,At Port,2
2019,2019 Q1,Palestine,Middle East,18-29,Female,Main Applicant,Non-UASC,In Country,5
2019,2019 Q1,Palestine,Middle East,18-29,Male,Dependant,Non-UASC,At Port,1
2019,2019 Q1,Palestine,Middle East,18-29,Male,Main Applicant,Non-UASC,At Port,6
2019,2019 Q1,Palestine,Middle East,18-29,Male,Main Applicant,Non-UASC,In Country,9
